id,tooltip
294,"[color=LIGHT_BLUE]A highly esteemed footsoldier with moderate self esteem.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]933[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Frag Grenade[/color]
When this tower damages a creep it has a chance to fire a frag grenade.

 
[color=GOLD]Stim[/color]
This marine uses a stimpack, increasing its attackspeed and decreasing its attackdamage.

 
Mana cost: [color=GOLD]25[/color], [color=GOLD]1200[/color] range, [color=GOLD]1s[/color] cooldown

"
295,"[color=LIGHT_BLUE]Every 1000 years, the most powerful demons meet in a council. [/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1335[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Maledict[/color]
Chance to increase spell vulnerability of damaged units.
 
[color=GOLD]Demonic Edict - Aura[/color]
Whenever a tower in range casts a spell on a creep (doesn't include AoE spells), this tower fires an extra projectile and increases mana regeneration of casting tower.

 
[color=GOLD]Impenetrable Darkness[/color]
Shrouds an enemy in darkness, slowing it and converting attack damage it takes into spell damage.

 
Mana cost: [color=GOLD]90[/color], [color=GOLD]850[/color] range, [color=GOLD]8s[/color] cooldown

"
296,"[color=LIGHT_BLUE]Shines moonlight on the enemies in its vicinity weakening their resistances. [/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]707[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]50[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]350[/color] AoE: [color=GOLD]40%[/color] damage

 
[color=GOLD]Moonlight - Aura[/color]
Reduces the spell resistance of nearby enemies and increases their vulnerability to damage from Astral, Darkness, Ice and Storm towers.

"
297,"[color=LIGHT_BLUE]Shines moonlight on the enemies in its vicinity weakening their resistances. [/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1537[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Splash attack:[/color]
	[color=GOLD]50[/color] AoE: [color=GOLD]100%[/color] damage
	[color=GOLD]350[/color] AoE: [color=GOLD]40%[/color] damage

 
[color=GOLD]Moonlight - Aura[/color]
Reduces the spell resistance of nearby enemies and increases their vulnerability to damage from Astral, Darkness, Ice and Storm towers.

"
301,"[color=LIGHT_BLUE]Advanced tower that will critical strike if it is has enough mana. [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]191[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+2%[/color] mana regen/lvl

 
[color=GOLD]Spellfire[/color]
This tower treats all spell modifiers as attack bonuses.
 
[color=GOLD]Spellfire Projectiles[/color]
On attack this towers uses all of its mana to make the next attack critical.

"
302,"[color=LIGHT_BLUE]Advanced tower that will critical strike if it is has enough mana. [/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]259[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+2%[/color] mana regen/lvl

 
[color=GOLD]Spellfire[/color]
This tower treats all spell modifiers as attack bonuses.
 
[color=GOLD]Spellfire Projectiles[/color]
On attack this towers uses all of its mana to make the next attack critical.

"
303,"[color=LIGHT_BLUE]A mighty storm surrounds this tower to crush enemies in range![/color]
[color=YELLOW]Author:[/color] 
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]632[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+50%[/color] damage to air ([color=GOLD]+2%[/color]/lvl)
[color=GOLD]+15[/color] mana
[color=GOLD]+0.1[/color] mana regen/lvl

 
[color=GOLD]Strong Wind[/color]
All creeps in range are affected by Strong Winds. Creeps are slowed and will receive periodic damage.
 
[color=GOLD]Chaining Storm[/color]
Chance to cast a Chaining Storm at the position of the attacked creep. All creeps in range of the Chaining Storm suffer spelldamage.
 
[color=GOLD]Storm Power - Aura[/color]
If a creep dies while under the effect of Strong Wind its living energy is converted into mana and boosts this tower's abilities.

"
304,"[color=LIGHT_BLUE]Advanced frost tower that will freeze attacked creeps, stunning them and reducing their health regeneration.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]572[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=GOLD]Cold[/color]
This tower has a chance on attack to freeze the attacked creep and reduce its health regeneration.

"
305,"[color=LIGHT_BLUE]Uncommon iron tower that leaves a debuff on the enemy unit that increases item drop quality and chance of an item drop.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]62[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Phaze[/color]
Increases target creep's item drop quality and item drop chance.

"
306,"[color=LIGHT_BLUE]Has got a direct link to the fifth dimension.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
 
[color=GOLD]Dimensional Distortion Field[/color]
Each second this tower attacks a creep in range, dealing damage based on linked tower's spell damage per second.

 
[color=GOLD]Dimensional Link[/color]
Creates a link between this tower and the target tower.

 
[color=GOLD]800[/color] range, [color=GOLD]1s[/color] cooldown

"
307,"[color=LIGHT_BLUE]Basic tower with a small chance on attack to kill lesser targets immediately.[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]21[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Tomb's Curse[/color]
Small chance to instantly kill a lesser creep on attack.
"
308,"[color=LIGHT_BLUE]Uncommon iron tower that leaves a debuff on the enemy unit that increases item drop quality and chance of an item drop.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]197[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Phaze[/color]
Increases target creep's item drop quality and item drop chance.

"
309,"[color=LIGHT_BLUE]Uncommon iron tower that leaves a debuff on the enemy unit that increases item drop quality and chance of an item drop.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]537[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Phaze[/color]
Increases target creep's item drop quality and item drop chance.

"
310,"[color=LIGHT_BLUE]Uncommon iron tower that leaves a debuff on the enemy unit that increases item drop quality and chance of an item drop.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]990[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Phaze[/color]
Increases target creep's item drop quality and item drop chance.

"
311,"[color=LIGHT_BLUE]Uncommon iron tower that leaves a debuff on the enemy unit that increases item drop quality and chance of an item drop.[/color]
[color=YELLOW]Author:[/color] i_m0ck_death
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1706[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Phaze[/color]
Increases target creep's item drop quality and item drop chance.

"
312,"[color=LIGHT_BLUE]Strong gusts of wind often linger around these ruins.[/color]
[color=YELLOW]Author:[/color] SternBogen / Natac & girlfriend
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]39[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+70%[/color] damage to air ([color=GOLD]+2%[/color]/lvl)

 
[color=GOLD]Wind of Death[/color]
Chance to catch a non-boss creep in a cyclone and cause physical damage to nearby creeps.

"
313,"[color=LIGHT_BLUE]Strong gusts of wind often linger around these ruins.[/color]
[color=YELLOW]Author:[/color] SternBogen / Natac & girlfriend
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]131[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+70%[/color] damage to air ([color=GOLD]+2%[/color]/lvl)

 
[color=GOLD]Wind of Death[/color]
Chance to catch a non-boss creep in a cyclone and cause physical damage to nearby creeps.

"
314,"[color=LIGHT_BLUE]Strong gusts of wind often linger around these ruins.[/color]
[color=YELLOW]Author:[/color] SternBogen / Natac & girlfriend
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]378[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+70%[/color] damage to air ([color=GOLD]+2%[/color]/lvl)

 
[color=GOLD]Wind of Death[/color]
Chance to catch a non-boss creep in a cyclone and cause physical damage to nearby creeps.

"
315,"[color=LIGHT_BLUE]Strong gusts of wind often linger around these ruins.[/color]
[color=YELLOW]Author:[/color] SternBogen / Natac & girlfriend
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1146[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+70%[/color] damage to air ([color=GOLD]+2%[/color]/lvl)

 
[color=GOLD]Wind of Death[/color]
Chance to catch a non-boss creep in a cyclone and cause physical damage to nearby creeps.

"
316,"[color=LIGHT_BLUE]Strong gusts of wind often linger around these ruins.[/color]
[color=YELLOW]Author:[/color] SternBogen / Natac & girlfriend
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2114[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1100[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+70%[/color] damage to air ([color=GOLD]+2%[/color]/lvl)

 
[color=GOLD]Wind of Death[/color]
Chance to catch a non-boss creep in a cyclone and cause physical damage to nearby creeps.

"
317,"[color=LIGHT_BLUE]Feeds on souls to unleash his full power. [/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2417[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]875[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+2[/color] mana/lvl

 
[color=GOLD]Insatiable Hunger[/color]
Deals bonus damage based on missing mana and replenishes mana when attacking.
 
[color=GOLD]Withering Presence[/color]
Chance to steal health of nearby creeps.

 
[color=GOLD]Will of the Undying[/color]
The death knight empowers himself by draining the power of nearby towers.

 
Mana cost: [color=GOLD]50[/color], [color=GOLD]900[/color] range, [color=GOLD]10s[/color] cooldown

"
318,"[color=LIGHT_BLUE]Basic tower with a small chance on attack to kill lesser targets immediately.[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]94[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Tomb's Curse[/color]
Small chance to instantly kill a lesser creep on attack.
"
319,"[color=LIGHT_BLUE]His adaptive nature makes him very versatile.[/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2606[/color] dps, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Evolve[/color]
Every time it casts Morphling Strike, this tower permanently gains power, depending on current Morph stacks.
 
[color=GOLD]Morphling Strike[/color]
Every time this tower damages a unit, it has a chance to launch [color=GOLD]3[/color] projectiles to random creeps. 

 
[color=GOLD]Morph: Might[/color]
Activates ""Morph: Might"".

 
[color=GOLD]1s[/color] cooldown

 
[color=GOLD]Morph: Swiftness[/color]
Activates ""Morph: Swiftness"".

 
[color=GOLD]1s[/color] cooldown

 
[color=GOLD]Adapt[/color]
Stops the effect of morphs.

 
[color=GOLD]1s[/color] cooldown

"
320,"[color=LIGHT_BLUE]A rare tower which can store ice for later use.[/color]
[color=YELLOW]Author:[/color] tolleder
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]274[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+10[/color] mana/lvl

 
[color=GOLD]Frost[/color]
Slows the attacked creep.

 
[color=GOLD]Battery Overload[/color]
Starts attacking very fast until out of mana.

 
Mana cost: [color=GOLD]100[/color], [color=GOLD]1200[/color] range, [color=GOLD]20s[/color] cooldown

"
321,"[color=LIGHT_BLUE]A rare tower which can store ice for later use.[/color]
[color=YELLOW]Author:[/color] tolleder
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]657[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+10[/color] mana/lvl

 
[color=GOLD]Frost[/color]
Slows the attacked creep.

 
[color=GOLD]Battery Overload[/color]
Starts attacking very fast until out of mana.

 
Mana cost: [color=GOLD]100[/color], [color=GOLD]1200[/color] range, [color=GOLD]20s[/color] cooldown

"
322,"[color=LIGHT_BLUE]A rare tower which can store ice for later use.[/color]
[color=YELLOW]Author:[/color] tolleder
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1644[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+10[/color] mana/lvl

 
[color=GOLD]Frost[/color]
Slows the attacked creep.

 
[color=GOLD]Battery Overload[/color]
Starts attacking very fast until out of mana.

 
Mana cost: [color=GOLD]100[/color], [color=GOLD]1200[/color] range, [color=GOLD]20s[/color] cooldown

"
323,"[color=LIGHT_BLUE]Advanced frost tower that will freeze attacked creeps, stunning them and reducing their health regeneration.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1715[/color] dps, [color=6495edff]Elemental[/color], [color=GOLD]1100[/color] range
 
[color=GOLD]Cold[/color]
This tower has a chance on attack to freeze the attacked creep and reduce its health regeneration.

"
324,"[color=LIGHT_BLUE]Basic tower with a small chance on attack to kill lesser targets immediately.[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]569[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Tomb's Curse[/color]
Small chance to instantly kill a lesser creep on attack.
"
325,"[color=LIGHT_BLUE]This trap is used to capture beasts but it works on other stuff too.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]29[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]950[/color] range
 
[color=GOLD]Activate Trap[/color]
Traps random creeps in range.

"
326,"[color=LIGHT_BLUE]Gnollssss![/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]296[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Thunder Shock[/color]
Releases a strong lightning on the target.
 
Mana cost: [color=GOLD]12[/color], [color=GOLD]1200[/color] range, [color=GOLD]3s[/color] cooldown

"
327,"[color=LIGHT_BLUE]Gnollssss![/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]445[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Thunder Shock[/color]
Releases a strong lightning on the target.
 
Mana cost: [color=GOLD]12[/color], [color=GOLD]1200[/color] range, [color=GOLD]3s[/color] cooldown

"
328,"[color=LIGHT_BLUE]Gnollssss![/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]148[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Thunder Shock[/color]
Releases a strong lightning on the target.
 
Mana cost: [color=GOLD]12[/color], [color=GOLD]1200[/color] range, [color=GOLD]3s[/color] cooldown

"
329,"[color=LIGHT_BLUE]This tower gains mana by attacking and can use it to gain an attackspeed boost.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]280[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]1200[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+20%[/color] damage to magic

 
[color=GOLD]Mana Feed[/color]
Attacks restore mana to the tower and increase spell crit chance.
 
[color=GOLD]Lightning Burst[/color]
Grants a chance to deal extra spell damage on each attack, resets spell crit bonus of Mana Feed.
 

 
[color=GOLD]Lightning Surge[/color]
Increases the attackspeed of this tower for next few attacks.

 
Mana cost: [color=GOLD]60[/color], [color=GOLD]1200[/color] range, [color=GOLD]6s[/color] cooldown

"
330,"[color=LIGHT_BLUE]Iced formation radiating blistering cold.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1801[/color] dps, [color=1e90ffff]Energy[/color], [color=GOLD]760[/color] range
 
[color=GOLD]Glacial Wrath[/color]
Attacked creeps are slowed and each attack increases the chance to stun the target.

"
331,"[color=LIGHT_BLUE]A rare tower which can store magic energy for later use.[/color]
[color=YELLOW]Author:[/color] tolleder
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]274[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+10[/color] mana/lvl

 
[color=GOLD]Faerie Fire[/color]
Makes the attacked creep more vulnerable to spells and debuffs.
 
[color=GOLD]Battery Overload[/color]
Starts attacking very fast until out of mana.

 
Mana cost: [color=GOLD]100[/color], [color=GOLD]1200[/color] range, [color=GOLD]20s[/color] cooldown

"
332,"[color=LIGHT_BLUE]A rare tower which can store magic energy for later use.[/color]
[color=YELLOW]Author:[/color] tolleder
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]657[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+10[/color] mana/lvl

 
[color=GOLD]Faerie Fire[/color]
Makes the attacked creep more vulnerable to spells and debuffs.
 
[color=GOLD]Battery Overload[/color]
Starts attacking very fast until out of mana.

 
Mana cost: [color=GOLD]100[/color], [color=GOLD]1200[/color] range, [color=GOLD]20s[/color] cooldown

"
333,"[color=LIGHT_BLUE]Basic tower with a small chance on attack to kill lesser targets immediately.[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]977[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Tomb's Curse[/color]
Small chance to instantly kill a lesser creep on attack.
"
334,"[color=LIGHT_BLUE]A rare tower which can store magic energy for later use.[/color]
[color=YELLOW]Author:[/color] tolleder
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1644[/color] dps, [color=00bfffff]Magic[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+10[/color] mana/lvl

 
[color=GOLD]Faerie Fire[/color]
Makes the attacked creep more vulnerable to spells and debuffs.
 
[color=GOLD]Battery Overload[/color]
Starts attacking very fast until out of mana.

 
Mana cost: [color=GOLD]100[/color], [color=GOLD]1200[/color] range, [color=GOLD]20s[/color] cooldown

"
335,"[color=LIGHT_BLUE]Sacrifices itself to boost nearby towers. [/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1234[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.1[/color] mana regen/lvl

 
[color=GOLD]Blood Spill[/color]
On attack, this tower has a chance to lose attack speed and boost the attack speed of nearby towers.

 
[color=GOLD]Sacrifice[/color]
This tower loses a portion of its damage to boost the dps of a nearby tower.

 
Mana cost: [color=GOLD]90[/color], [color=GOLD]500[/color] range, [color=GOLD]6s[/color] cooldown

"
336,"[color=LIGHT_BLUE]Sacrifices itself to boost nearby towers. [/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2099[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]850[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GOLD]+0.2[/color] mana regen/lvl

 
[color=GOLD]Blood Spill[/color]
On attack, this tower has a chance to lose attack speed and boost the attack speed of nearby towers.

 
[color=GOLD]Sacrifice[/color]
This tower loses a portion of its damage to boost the dps of a nearby tower.

 
Mana cost: [color=GOLD]90[/color], [color=GOLD]500[/color] range, [color=GOLD]6s[/color] cooldown

"
337,"[color=LIGHT_BLUE]Careful, corrosive.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]889[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]3[/color] targets
	[color=GOLD]-15%[/color] damage per bounce

 
[color=GOLD]Acid Coating[/color]
Decreases the armor of damaged units.

"
338,"[color=LIGHT_BLUE]After having to forfeit her belief in Elune she seeked support from the dark and forbidden arts. [/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]520[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]4[/color] targets
	[color=GOLD]-25%[/color] damage per bounce
[color=GOLD]+2.4%[/color] attack speed/lvl

 
[color=GOLD]Shadow Glaive[/color]
This tower has a chance to do a fast follow-up attack which is guaranteed to be critical.
 
[color=GOLD]Star Glaive[/color]
Whenever this tower damages a creep there is a chance to deal additional spell damage.

"
339,"[color=LIGHT_BLUE]After having to forfeit her belief in Elune she seeked support from the dark and forbidden arts. [/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]961[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]4[/color] targets
	[color=GOLD]-25%[/color] damage per bounce
[color=GOLD]+2.4%[/color] attack speed/lvl

 
[color=GOLD]Shadow Glaive[/color]
This tower has a chance to do a fast follow-up attack which is guaranteed to be critical.
 
[color=GOLD]Star Glaive[/color]
Whenever this tower damages a creep there is a chance to deal additional spell damage.

"
340,"[color=LIGHT_BLUE]After having to forfeit her belief in Elune she seeked support from the dark and forbidden arts. [/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1338[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=YELLOW]Specials:[/color]
[color=GREENYELLOW]Bounce attack:[/color]
	[color=GOLD]4[/color] targets
	[color=GOLD]-25%[/color] damage per bounce
[color=GOLD]+2.4%[/color] attack speed/lvl

 
[color=GOLD]Shadow Glaive[/color]
This tower has a chance to do a fast follow-up attack which is guaranteed to be critical.
 
[color=GOLD]Star Glaive[/color]
Whenever this tower damages a creep there is a chance to deal additional spell damage.

"
341,"[color=LIGHT_BLUE]Strange tower that rejects some items.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1226[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Rejection[/color]
This tower drops all except Common items on attack.

"
342,"[color=LIGHT_BLUE]Strange tower that rejects some items.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]2395[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Rejection[/color]
This tower drops all except Common items on attack.

"
343,"[color=LIGHT_BLUE]Strange tower that rejects some items.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]3530[/color] dps, [color=d2b48cff]Physical[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Rejection[/color]
This tower drops all except Common items on attack.

"
344,"[color=LIGHT_BLUE]Basic tower with a small chance on attack to kill lesser targets immediately.[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1483[/color] dps, [color=9370dbff]Decay[/color], [color=GOLD]1050[/color] range
 
[color=GOLD]Tomb's Curse[/color]
Small chance to instantly kill a lesser creep on attack.
"
