"id","name english","script name","type","author","rarity","cost","required wave level","specials","ability list","aura list","autocast list","script path","icon","name","description"
229,"Razor Sharp Dagger","Item229","regular","Majildian","uncommon",540,29,"MOD_ATK_CRIT_CHANCE,0.06,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/daggers/dagger_06.tres","GC5M","JPLK"
230,"The Divine Wings of Tragedy","Item230","regular","SymphonyX, Finger of Destiny","unique",2739,83,"MOD_BUFF_DURATION,0.37,0",,"104",,"res://src/items/item_behaviors/the_divine_wings_of_tragedy.gd","res://resources/icons/animals/wing.tres","9RGK","ND7N"
231,"Currency Converter","Item231","regular","Finger of Destiny","rare",0,0,,"681",,,"res://src/items/item_behaviors/currency_converter.gd","res://resources/icons/mechanical/black_gold_calculator.tres","KU11","8IZN"
232,"Ring of Chance","Item232","regular","Majildian","uncommon",540,29,"MOD_TRIGGER_CHANCES,0.18,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/rings/ring_08.tres","ZI6Z","7O56"
233,"Strange Item","Item233","regular","Deemzul","common",256,16,,"682",,,"res://src/items/item_behaviors/strange_item.gd","res://resources/icons/magic/bowl_01.tres","HRXD","2S9U"
234,"Elegant Ring","Item234","regular","ShyGnome","common",495,35,"MOD_ITEM_CHANCE_ON_KILL,0.04,0|MOD_ITEM_QUALITY_ON_KILL,0.04,0|MOD_TRIGGER_CHANCES,0.1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/rings/ring_01.tres","8G8S","NTNA"
235,"Hermit Staff","Item235","regular","ShyGnome","uncommon",873,49,"MOD_MANA_REGEN_PERC,0.125,0|MOD_BUFF_DURATION,0.33,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/staves/staff_07.tres","TB7D","8ZOM"
236,"Veteran's Tome of Battle","Item236","regular","Majildian","uncommon",540,29,"MOD_EXP_RECEIVED,0.6,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/books/book_06.tres","NU7R","UESH"
237,"Enchanted Gear","Item237","regular","Boekie","rare",1656,69,"MOD_ATTACKSPEED,0.2,0|MOD_TRIGGER_CHANCES,0.1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/mechanical/mech_badge.tres","WKFJ","WDT5"
238,"Secret Tome of Magic","Item238","regular","hokkei","rare",790,31,"MOD_SPELL_CRIT_CHANCE,-0.15,-0.01|MOD_SPELL_CRIT_DAMAGE,2,0.2",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/books/book_04.tres","T30T","5FQQ"
239,"Secret Tome of Mana","Item239","regular","hokkei","rare",1788,75,"MOD_MANA_PERC,2,0|MOD_MANA_REGEN_PERC,-1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/books/book_08.tres","5VRD","359S"
240,"Mini Forest Troll","Item240","regular","cedi","unique",875,24,,"683",,,"res://src/items/item_behaviors/mini_forest_troll.gd","res://resources/icons/tower_variations/forest_troll_small.tres","UVJW","18W5"
241,"Holy Hand Grenade","Item241","regular","cedi","unique",2300,69,,"684",,,"res://src/items/item_behaviors/holy_hand_grenade.gd","res://resources/icons/holy/orb.tres","PMHJ","WC81"
242,"Old Hunter","Item242","regular","Guennter","rare",1000,40,,"685",,,"res://src/items/item_behaviors/old_hunter.gd","res://resources/icons/tower_icons/cold_troll.tres","VYZD","YMBC"
243,"Monocle","Item243","regular","Guennter","uncommon",704,39,"MOD_ATTACKSPEED,-0.075,-0.007|MOD_ITEM_CHANCE_ON_KILL,0.25,0|MOD_ITEM_QUALITY_ON_KILL,0.25,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/rings/ring_02.tres","RCY0","Z1L9"
244,"Arms Dealer","Item244","regular","limfa","rare",80,0,"MOD_DAMAGE_ADD_PERC,-0.2,0|MOD_SPELL_DAMAGE_DEALT,-0.2,0|MOD_BOUNTY_RECEIVED,0.5,0","686",,,"res://src/items/item_behaviors/arms_dealer.gd","res://resources/icons/faces/man_03.tres","J3F3","4IB1"
245,"Circle of Power","Item245","regular","Deemzul","unique",450,10,,"687",,,"res://src/items/item_behaviors/circle_of_power.gd","res://resources/icons/rings/ring_06.tres","CCCU","IS2B"
246,"Haunted Hand","Item246","regular","Sunken","rare",342,11,"MOD_ATTACKSPEED,0.08,0.002","688",,,"res://src/items/item_behaviors/haunted_hand.gd","res://resources/icons/undead/monster_hand.tres","95GY","HKNI"
247,"Chameleons Soul","Item247","regular","Boekie","rare",1161,47,,"689",,,"res://src/items/item_behaviors/chameleons_soul.gd","res://resources/icons/plants/leaf_01.tres","3OT8","K5FV"
248,"Pocket Emporium","Item248","regular","ShyGnome","unique",777,20,,,,"166","res://src/items/item_behaviors/pocket_emporium.gd","res://resources/icons/mechanical/battery.tres","37QN",
249,"Golden Trident","Item249","regular","Boekie","unique",60,0,,"690",,,"res://src/items/item_behaviors/golden_trident.gd","res://resources/icons/weapons_misc/trident_01.tres","PSIS","MPS9"
250,"Crit Blade","Item250","regular","Ranakastrasz","unique",644,16,"MOD_ATK_CRIT_DAMAGE,0.8,0","691",,,"res://src/items/item_behaviors/crit_blade.gd","res://resources/icons/swords/sword_swing_01.tres","7T7Z","8HGR"
251,"Arcane Script","Item251","regular","Finger of Destiny","rare",200,4,,"692",,,"res://src/items/item_behaviors/arcane_script.gd","res://resources/icons/books/book_10.tres","WYO8","8LRS"
252,"Soul Collector's Scythe","Item252","regular","hokkei","unique",1000,28,,"693",,,"res://src/items/item_behaviors/soul_collectors_scythe.gd","res://resources/icons/misc/spiky_totem_01.tres","2JAD","3TVQ"
253,"Doom's Ensign","Item253","regular","cedi","unique",1500,44,,"694",,,"res://src/items/item_behaviors/dooms_ensign.gd","res://resources/icons/orbs/orb_fire.tres","HG04","GM29"
254,"Distorted Idol","Item254","regular","Deemzul","unique",2750,84,"MOD_ATTACKSPEED,-0.6,0","695,696",,,"res://src/items/item_behaviors/distorted_idol.gd","res://resources/icons/undead/skull_phazing.tres","614J","JJP8"
255,"Ball Lightning","Item255","regular","axllow","rare",718,27,"MOD_ATTACKSPEED,1.5,0","697",,,"res://src/items/item_behaviors/ball_lightning.gd","res://resources/icons/electricity/lightning_circle_cyan.tres","IURE","YE1I"
256,"Dragon Claws","Item256","regular","Boekie","uncommon",1244,72,"MOD_DAMAGE_ADD_PERC,0.1,0.005|MOD_ATK_CRIT_CHANCE,0.05,0.001",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/animals/dragon_02.tres","OXSH","G1VB"
257,"Shrapnel Ammunition","Item257","regular","cedi","uncommon",300,14,,"698",,,"res://src/items/item_behaviors/shrapnel_ammunition.gd","res://resources/icons/orbs/orb_green.tres","ZE4C","VY6C"
258,"Spear of the Malphai","Item258","regular","Khlox-NL-","rare",1826,77,"MOD_ATK_CRIT_DAMAGE,0.2,0.02|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/undead/skull_wand_02.tres","9WNU","PZCO"
259,"Quicktrigger Blade","Item259","regular","Velex","uncommon",150,5,"MOD_ATTACKSPEED,0.15,0|MOD_DAMAGE_ADD_PERC,-0.15,0|MOD_SPELL_DAMAGE_DEALT,-0.15,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/swords/greatsword_04.tres","G4ZH","30ID"
260,"Crystalline Arrow","Item260","regular","Boekie","rare",540,20,"MOD_DAMAGE_ADD_PERC,-0.15,0|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/rockets/rocket_04.tres","D9BC","FH0S"
261,"Vampiric Skull","Item261","regular","Boekie","unique",150,0,,"699",,,"res://src/items/item_behaviors/vampiric_skull.gd","res://resources/icons/undead/skull_03.tres","UBX1","EIMX"
262,"Granite Hammer","Item262","regular","Boekie","rare",1000,40,,"700",,,"res://src/items/item_behaviors/granite_hammer.gd","res://resources/icons/blunt_weapons/hammer_02.tres","V0NM","PLQP"
263,"Ogre Battle Axe","Item263","regular","Boekie","uncommon",749,42,"MOD_DMG_TO_HUMANOID,0.25,0.01|MOD_ATK_CRIT_CHANCE,0.05,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/weapons_misc/axe_02.tres","A7WY","W29U"
264,"Spear of Loki","Item264","regular","Boekie","unique",1470,43,"MOD_DAMAGE_ADD_PERC,0.5,0.01","701",,,"res://src/items/item_behaviors/spear_of_loki.gd","res://resources/icons/spears/spear_03.tres","OFDL","69JS"
265,"Magic Link","Item265","regular","MasterCassim","uncommon",500,26,,,,"167","res://src/items/item_behaviors/magic_link.gd","res://resources/icons/magic/claw_01.tres","IJ9M","4Y3J"
266,"Elunes Bow","Item266","regular","cedi","unique",1000,28,,"702",,,"res://src/items/item_behaviors/elunes_bow.gd","res://resources/icons/bows/bow_05.tres","8SA6","D13M"
267,"Elunes Quiver","Item267","regular","cedi","unique",2410,73,"MOD_ATTACKSPEED,0.5,0.01|MOD_DAMAGE_ADD_PERC,-0.1,0|MOD_ATK_CRIT_CHANCE,-0.1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/misc/quiver.tres","65OA","QT2D"
268,"Soul Extractor","Item268","regular","Boekie","unique",50,0,,"703",,,"res://src/items/item_behaviors/soul_extractor.gd","res://resources/icons/shields/shield_bronze.tres","98FM","U2A2"
269,"Stunner","Item269","regular","Boekie","rare",1000,40,,"704",,,"res://src/items/item_behaviors/stunner.gd","res://resources/icons/furniture/exploding_mirror.tres","0WM8","FIXE"
270,"El Bastardo","Item270","regular","cedi","rare",1604,67,"MOD_DMG_TO_BOSS,0.1,0.01|MOD_DMG_TO_UNDEAD,0.05,0.01|MOD_DMG_TO_ORC,0.15,0.02|MOD_DAMAGE_ADD_PERC,0.15,0.01",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/helmets/helmet_04.tres","EBKT","J7KW"
271,"Magic Gloves","Item271","regular","Boekie","common",150,8,,"705",,,"res://src/items/item_behaviors/magic_gloves.gd","res://resources/icons/gloves/gloves_04.tres","MHYK","BIR7"
272,"Scroll of Strength","Item272","regular","Boekie","rare",500,18,,,,"168","res://src/items/item_behaviors/scroll_of_strength.gd","res://resources/icons/scrolls/scroll_05.tres","SS4M",
273,"Scroll of Speed","Item273","regular","Boekie","rare",500,18,,,,"169","res://src/items/item_behaviors/scroll_of_speed.gd","res://resources/icons/scrolls/scroll_06.tres","ZWDZ",
274,"Portable Tombstone","Item274","regular","Boekie","unique",50,0,,"706",,,"res://src/items/item_behaviors/portable_tombstone.gd","res://resources/icons/holy/tombstone.tres","42F3","H9BE"
275,"Workbench","Item275","regular","Boekie","unique",300,5,,"707",,,"res://src/items/item_behaviors/workbench.gd","res://resources/icons/furniture/chest.tres","9R87","DS1D"
276,"Phase Gloves","Item276","regular","Boekie","rare",550,20,,"708",,,"res://src/items/item_behaviors/phase_gloves.gd","res://resources/icons/gloves/gloves_08.tres","J7VY","GFOQ"
277,"Assassination Arrow","Item277","regular","drol","common",133,6,"MOD_DMG_TO_CHAMPION,0.1,0.004|MOD_DMG_TO_BOSS,0.1,0.004|MOD_ATK_CRIT_DAMAGE,0.05,0.002",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/bows/arrow_01.tres","ZADA","7T8V"
278,"Amulet of Strength","Item278","regular","LordHellHunter","rare",2094,89,"MOD_DPS_ADD,400,25|MOD_ATK_CRIT_CHANCE,0.112,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/amulets/amulet_01.tres","2NV8","6LWV"
279,"Magic Conductor","Item279","regular","Boekie","unique",300,5,,"709",,,"res://src/items/item_behaviors/magic_conductor.gd","res://resources/icons/mechanical/alchemy_kit_03.tres","RNNG","LJJN"
280,"Unyielding Maul","Item280","regular","drol","uncommon",437,22,"MOD_DAMAGE_ADD_PERC,0.25,0","710",,,"res://src/items/item_behaviors/unyielding_maul.gd","res://resources/icons/clubs/club_02.tres","EJI6","ATS1"
281,"Faithful Staff","Item281","regular","Boekie","unique",400,8,,"711",,,"res://src/items/item_behaviors/faithful_staff.gd","res://resources/icons/staves/wand_01.tres","VPQB","97FF"
282,"Lucky Gem","Item282","regular","Boekie","unique",550,13,,"712",,,"res://src/items/item_behaviors/lucky_gem.gd","res://resources/icons/gems/gem_01.tres","88AR","FIHU"
283,"Shackles of Time","Item283","regular","drol","rare",1340,55,"MOD_TRIGGER_CHANCES,0.33,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/rings/ring_04.tres","DUWT","UEBK"
284,"Chameleon Glaive","Item284","regular","Boekie","unique",1100,31,,"713",,,"res://src/items/item_behaviors/chameleon_glaive.gd","res://resources/icons/weapons_misc/glaive_03.tres","YEQ3","5W9U"
285,"Helm of Insanity","Item285","regular","Boekie","unique",500,12,,,,"170","res://src/items/item_behaviors/helm_of_insanity.gd","res://resources/icons/faces/green_demon.tres","DQG9","K7JG"
1001,"Oil of Sharpness","Item1001","oil","gEx","common",100,0,"MOD_DAMAGE_BASE_PERC,0.04,0.0016",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_green_01.tres","JL89",
1002,"Arcane Oil of Sharpness","Item1002","oil","gEx","uncommon",100,0,"MOD_DAMAGE_BASE_PERC,0.08,0.0032",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_green_02.tres","VL40",
1003,"Divine Oil of Sharpness","Item1003","oil","gEx","rare",100,0,"MOD_DAMAGE_BASE_PERC,0.2,0.008",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_green_03.tres","QWUR",
1004,"Oil of Magic","Item1004","oil","gEx","common",100,0,"MOD_MANA_PERC,0.08,0|MOD_MANA_REGEN_PERC,0.08,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_blue_01.tres","0HN9",
1005,"Arcane Oil of Magic","Item1005","oil","gEx","uncommon",100,0,"MOD_MANA_PERC,0.16,0|MOD_MANA_REGEN_PERC,0.16,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_blue_02.tres","QH4H",
1006,"Divine Oil of Magic","Item1006","oil","gEx","rare",100,0,"MOD_MANA_PERC,0.4,0|MOD_MANA_REGEN_PERC,0.4,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_blue_03.tres","XSML",
1007,"Oil of Accuracy","Item1007","oil","gEx","common",100,0,"MOD_ATK_CRIT_CHANCE,0.008,0|MOD_ATK_CRIT_DAMAGE,0.05,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_red_01.tres","34E8",
1008,"Arcane Oil of Accuracy","Item1008","oil","gEx","uncommon",100,0,"MOD_ATK_CRIT_CHANCE,0.016,0|MOD_ATK_CRIT_DAMAGE,0.1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_red_02.tres","MBSA",
1009,"Divine Oil of Accuracy","Item1009","oil","gEx","rare",100,0,"MOD_ATK_CRIT_CHANCE,0.04,0|MOD_ATK_CRIT_DAMAGE,0.25,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_red_03.tres","1GLM",
1010,"Oil of Swiftness","Item1010","oil","gEx","common",100,0,"MOD_ATTACKSPEED,0.02,0.0008",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_orange_01.tres","V4QJ",
1011,"Arcane Oil of Swiftness","Item1011","oil","gEx","uncommon",100,0,"MOD_ATTACKSPEED,0.04,0.0016",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_orange_02.tres","XP51",
1012,"Divine Oil of Swiftness","Item1012","oil","gEx","rare",100,0,"MOD_ATTACKSPEED,0.1,0.004",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_orange_03.tres","B7Y7",
1013,"Oil of Sorcery","Item1013","oil","gEx","common",100,0,"MOD_SPELL_DAMAGE_DEALT,0.04,0|MOD_SPELL_CRIT_CHANCE,0.01,0|MOD_SPELL_CRIT_DAMAGE,0.08,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_purple_01.tres","W4YX",
1014,"Arcane Oil of Sorcery","Item1014","oil","gEx","uncommon",100,0,"MOD_SPELL_DAMAGE_DEALT,0.08,0|MOD_SPELL_CRIT_CHANCE,0.02,0|MOD_SPELL_CRIT_DAMAGE,0.16,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_purple_02.tres","RHCB",
1015,"Divine Oil of Sorcery","Item1015","oil","gEx","rare",100,0,"MOD_SPELL_DAMAGE_DEALT,0.2,0|MOD_SPELL_CRIT_CHANCE,0.05,0|MOD_SPELL_CRIT_DAMAGE,0.4,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_purple_03.tres","2XYY",
1016,"Oil of Exuberance","Item1016","oil","gEx","uncommon",100,0,"MOD_BOUNTY_RECEIVED,0.16,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_yellow_01.tres","3LPG",
1017,"Arcane Oil of Exuberance","Item1017","oil","gEx","rare",100,0,"MOD_BOUNTY_RECEIVED,0.4,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_yellow_02.tres","X3DG",
1018,"Seeker's Oil","Item1018","oil","gEx","uncommon",100,0,"MOD_ITEM_CHANCE_ON_KILL,0.02,0.0008|MOD_ITEM_QUALITY_ON_KILL,0.02,0.0008","714",,,"res://src/items/item_behaviors/seekers_oil.gd","res://resources/icons/potions/potion_cyan_02.tres","TV6H",
1019,"Seeker's Arcane Oil","Item1019","oil","gEx","rare",100,0,"MOD_ITEM_CHANCE_ON_KILL,0.05,0.002|MOD_ITEM_QUALITY_ON_KILL,0.05,0.002","715",,,"res://src/items/item_behaviors/seekers_arcane_oil.gd","res://resources/icons/potions/potion_cyan_03.tres","DQ2F",
1020,"Oil of Lore","Item1020","oil","gEx","uncommon",100,0,"MOD_EXP_RECEIVED,0.28,0","716",,,"res://src/items/item_behaviors/oil_of_lore.gd","res://resources/icons/potions/potion_blue_04.tres","AE1O",
1021,"Arcane Oil of Lore","Item1021","oil","gEx","rare",100,0,"MOD_EXP_RECEIVED,0.7,0","717",,,"res://src/items/item_behaviors/arcane_oil_of_lore.gd","res://resources/icons/potions/potion_blue_05.tres","Z150",
1022,"Tears of the Gods","Item1022","oil","gEx","unique",100,0,"MOD_DAMAGE_BASE_PERC,0.15,0|MOD_ATK_CRIT_CHANCE,0.05,0|MOD_ATK_CRIT_DAMAGE,0.35,0|MOD_DAMAGE_ADD_PERC,0.15,0|MOD_MULTICRIT_COUNT,1,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_07.tres","X1S0",
1023,"Pure Aether","Item1023","oil","gEx","unique",100,0,"MOD_TRIGGER_CHANCES,0.12,0|MOD_BUFF_DURATION,0.12,0|MOD_DEBUFF_DURATION,-0.12,0|MOD_BOUNTY_RECEIVED,0.12,0|MOD_EXP_RECEIVED,0.12,0|MOD_ITEM_CHANCE_ON_KILL,0.12,0|MOD_ITEM_QUALITY_ON_KILL,0.12,0|MOD_ATTACKSPEED,0.12,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_01.tres","9EMV",
1024,"Wizard's Soul","Item1024","oil","gEx","unique",100,0,"MOD_SPELL_DAMAGE_DEALT,0.3,0|MOD_SPELL_CRIT_CHANCE,0.06,0|MOD_SPELL_CRIT_DAMAGE,0.5,0|MOD_MANA_PERC,0.5,0|MOD_MANA_REGEN_PERC,0.5,0",,,,"res://src/items/item_behaviors/empty_item_behavior.gd","res://resources/icons/potions/potion_03.tres","FQRR",
2001,"Book of Force","Item2001","consumable","gEx","common",100,0,,,,,"res://src/items/item_behaviors/book_of_force.gd","res://resources/icons/books/book_01.tres","3EMV","O6T3"
2002,"Consumable Plant","Item2002","consumable","gEx","common",100,0,,,,,"res://src/items/item_behaviors/consumable_plant.gd","res://resources/icons/plants/plant_in_pot.tres","OLLU","MSH4"
2003,"Consumable Chicken","Item2003","consumable","gEx","uncommon",100,0,,,,,"res://src/items/item_behaviors/consumable_chicken.gd","res://resources/icons/food/poultry.tres","4ENT","6MPA"
2004,"Mine Cart","Item2004","consumable","gEx","rare",100,0,,,,,"res://src/items/item_behaviors/mine_cart.gd","res://resources/icons/misc/gold_cart.tres","O5EL","I37A"
2005,"Consumable Piggy","Item2005","consumable","gEx","rare",100,0,,,,,"res://src/items/item_behaviors/consumable_piggy.gd","res://resources/icons/food/pork.tres","2Q9S","SCB1"
2006,"Arcane Book of Power","Item2006","consumable","gEx","uncommon",100,0,,,,,"res://src/items/item_behaviors/arcane_book_of_power.gd","res://resources/icons/books/book_02.tres","D3ES","5I9R"
2007,"Divine Book of Omnipotence","Item2007","consumable","gEx","rare",100,0,,,,,"res://src/items/item_behaviors/divine_book_of_omnipotence.gd","res://resources/icons/books/book_03.tres","8FSC","OB4I"
2008,"Consumable Hobbit","Item2008","consumable","gEx","unique",100,0,,,,,"res://src/items/item_behaviors/consumable_hobbit.gd","res://resources/icons/potions/potion_06.tres","U47Z","KJ25"
