id,tooltip
360,"[color=LIGHT_BLUE]Something might hatch here soon...ish[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]489[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Slumbering Parasite[/color]
Injects a parasite into hit creeps. The parasite increases creep's vulnerability to [color=32cd32ff]Nature[/color] towers and causes [color=9370dbff]Decay[/color] damage after a delay.
"
361,"[color=LIGHT_BLUE]Something might hatch here soon...ish[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]879[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Slumbering Parasite[/color]
Injects a parasite into hit creeps. The parasite increases creep's vulnerability to [color=32cd32ff]Nature[/color] towers and causes [color=9370dbff]Decay[/color] damage after a delay.
"
362,"[color=LIGHT_BLUE]Something might hatch here soon...ish[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1311[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Slumbering Parasite[/color]
Injects a parasite into hit creeps. The parasite increases creep's vulnerability to [color=32cd32ff]Nature[/color] towers and causes [color=9370dbff]Decay[/color] damage after a delay.
"
363,"[color=LIGHT_BLUE]Basic Tower with a weak bouncing attack and bonus damage to undead enemies.[/color]
[color=YELLOW]Author:[/color] geX
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]22[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+20%[/color] damage to undead ([color=GOLD]+2%[/color]/lvl)
 
[color=GOLD]Bounce Attack[/color]
[color=GOLD]3[/color] targets
[color=GOLD]-50%[/color] damage per bounce
"
364,"[color=LIGHT_BLUE]This tower uses mana to summon coldfire from the Frozen Heart of Hell for minor AoE damage and slowing effect. Stolen souls improve this ability with each tower level.[/color]
[color=YELLOW]Author:[/color] IamanEvilMan
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]51[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]25[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]-25%[/color] damage to undead ([color=GOLD]+0.2%[/color]/lvl)
 
[color=GOLD]Soul Chill[/color]
Deals spell damage and slows units in a small area.

 
Mana cost: [color=GOLD]20[/color], [color=GOLD]900[/color] range, [color=GOLD]1s[/color] cooldown

"
365,"[color=LIGHT_BLUE]This tower uses mana to summon coldfire from the Frozen Heart of Hell for minor AoE damage and slowing effect. Stolen souls improve this ability with each tower level.[/color]
[color=YELLOW]Author:[/color] IamanEvilMan
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]181[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]25[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]-25%[/color] damage to undead ([color=GOLD]+0.2%[/color]/lvl)
 
[color=GOLD]Soul Chill[/color]
Deals spell damage and slows units in a small area.

 
Mana cost: [color=GOLD]20[/color], [color=GOLD]900[/color] range, [color=GOLD]1s[/color] cooldown

"
366,"[color=LIGHT_BLUE]This tower uses mana to summon coldfire from the Frozen Heart of Hell for minor AoE damage and slowing effect. Stolen souls improve this ability with each tower level.[/color]
[color=YELLOW]Author:[/color] IamanEvilMan
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]506[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]25[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]-25%[/color] damage to undead ([color=GOLD]+0.2%[/color]/lvl)
 
[color=GOLD]Soul Chill[/color]
Deals spell damage and slows units in a small area.

 
Mana cost: [color=GOLD]20[/color], [color=GOLD]900[/color] range, [color=GOLD]1s[/color] cooldown

"
367,"[color=LIGHT_BLUE]This tower uses mana to summon coldfire from the Frozen Heart of Hell for minor AoE damage and slowing effect. Stolen souls improve this ability with each tower level.[/color]
[color=YELLOW]Author:[/color] IamanEvilMan
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1012[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]25[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]-25%[/color] damage to undead ([color=GOLD]+0.2%[/color]/lvl)
 
[color=GOLD]Soul Chill[/color]
Deals spell damage and slows units in a small area.

 
Mana cost: [color=GOLD]20[/color], [color=GOLD]900[/color] range, [color=GOLD]1s[/color] cooldown

"
368,"[color=LIGHT_BLUE]This tower uses mana to summon coldfire from the Frozen Heart of Hell for minor AoE damage and slowing effect. Stolen souls improve this ability with each tower level.[/color]
[color=YELLOW]Author:[/color] IamanEvilMan
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1807[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]25[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]-25%[/color] damage to undead ([color=GOLD]+0.2%[/color]/lvl)
 
[color=GOLD]Soul Chill[/color]
Deals spell damage and slows units in a small area.

 
Mana cost: [color=GOLD]20[/color], [color=GOLD]900[/color] range, [color=GOLD]1s[/color] cooldown

"
369,"[color=LIGHT_BLUE]Playful Faerie-Dragon that uses mana to its advantage.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]419[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]600[/color] ([color=CORNFLOWER_BLUE]+30[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+2.4[/color] mana regen/lvl
 
[color=GOLD]Unstable Energies[/color]
Whenever this tower hits a creep, it has a chance to release a powerful energy blast at the cost of some mana, dealing [color=6495edff]Elemental[/color] damage.
 
[color=GOLD]Mana Distortion Field - Aura[/color]
Whenever a nearby tower attacks, it burns mana from the main target and deals spell damage to it. The mana burn costs the Drake some mana.
"
370,"[color=LIGHT_BLUE]Playful Faerie-Dragon that uses mana to its advantage.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]684[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]1050[/color] ([color=CORNFLOWER_BLUE]+52[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+4.2[/color] mana regen/lvl
 
[color=GOLD]Unstable Energies[/color]
Whenever this tower hits a creep, it has a chance to release a powerful energy blast at the cost of some mana, dealing [color=6495edff]Elemental[/color] damage.
 
[color=GOLD]Mana Distortion Field - Aura[/color]
Whenever a nearby tower attacks, it burns mana from the main target and deals spell damage to it. The mana burn costs the Drake some mana.
"
371,"[color=LIGHT_BLUE]Playful Faerie-Dragon that uses mana to its advantage.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]968[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]950[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]1600[/color] ([color=CORNFLOWER_BLUE]+80[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+6.4[/color] mana regen/lvl
 
[color=GOLD]Unstable Energies[/color]
Whenever this tower hits a creep, it has a chance to release a powerful energy blast at the cost of some mana, dealing [color=6495edff]Elemental[/color] damage.
 
[color=GOLD]Mana Distortion Field - Aura[/color]
Whenever a nearby tower attacks, it burns mana from the main target and deals spell damage to it. The mana burn costs the Drake some mana.
"
372,"[color=LIGHT_BLUE]From the flesh of Ymir, king of the Jtanr, gods fashioned the mortal realms. Born of venom dripped into the frozen waters of Elivgar, Ymir was exiled to the lonely wastes of Ginnungagap where he mastered Icy powers.[/color]
[color=YELLOW]Author:[/color] IamanEvilMan
[color=YELLOW]Element:[/color] [color=6495edff]Ice[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1533[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+10%[/color] base damage/lvl
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]400[/color] AoE: [color=GOLD]25%[/color] damage
 
[color=GOLD]Wrath of Ymir[/color]
Whenever this tower hits a creep, it has a chance to deal portion of attack damage as spell damage and slow the creep.
 
[color=GOLD]Blood of Ymir[/color]
Creeps that come into range of Ymir temporarily take extra damage from [color=6495edff]Ice[/color] towers.
 
[color=GOLD]Flesh of Ymir - Aura[/color]
The ancient Flesh of Ymir grants him reduced debuff duration.
"
373,"[color=LIGHT_BLUE]You should always consider goblin-made items to be a nuclear weapon with a faulty trigger, you just might live to see another day.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]360[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]800[/color] range
 
[color=GOLD]Reimbursement[/color]
Reimburses gold when no ability is used.
 
[color=GOLD]Probability Field Emitter[/color]
Whenever this tower attacks, it has a chance to launch a [color=GOLD]Probability Field Emitter[/color] at a random tower, increasing trigger chances.
 
[color=GOLD]Clockwork Engineer[/color]
Whenever this tower attacks, it has a chance to launch a [color=GOLD]Clockwork Engineer[/color] at a random tower, increasing attack speed and damage.
 
[color=GOLD]Goblin Sapper[/color]
Whenever this tower attacks, it has chance to launch a [color=GOLD]Goblin Sapper[/color] at the main target, dealing AoE spell damage and slowing creeps in an AoE.
"
374,"[color=LIGHT_BLUE]The fire star, a war machine created by the mightiest fire lords to defend the old palace.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]450[/color] DPS, [color=6495edff]Elemental[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Multishot[/color]
Attacks up to [color=GOLD]14[/color] targets at the same time.
 
[color=GOLD]Burn![/color]
Ignites hit creeps, dealing attack damage over time and slowing the creep.
 
[color=GOLD]Double the Trouble[/color]
Whenever this tower hits a creep, it has a chance to launch an additional projectile which deals the same damage as a normal attack.
"
375,"[color=LIGHT_BLUE]Yet she has the knowledge to transform you into a frog.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]336[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]1100[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]30[/color] ([color=CORNFLOWER_BLUE]+1[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+1[/color] mana/lvl
[color=GOLD]+0.1[/color] mana regen/lvl
 
[color=GOLD]Soul Split[/color]
When the Witch hits a creep, it has a chance to deal additional spell damage and to increase the Witch's attack speed.
 
[color=GOLD]Love Potion[/color]
The Witch throws a love potion on the target, applying a slow and increasing target's item chance.

 
Mana cost: [color=GOLD]25[/color], [color=GOLD]1100[/color] range, [color=GOLD]3s[/color] cooldown

"
376,"[color=LIGHT_BLUE]A tricky tower that may weaken its target temporarily but also itself[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]40[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Soul Scattering[/color]
Whenever this tower attacks, it has a chance to reduce its own attack speed and make the main target more vulnerable to spells.
 
[color=GOLD]Shadowstrike[/color]
Chance to deal additional spell damage to the attacked creep.
"
377,"[color=LIGHT_BLUE]A humongous mushroom emanating mystical powers.[/color]
[color=YELLOW]Author:[/color] drol
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1735[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]60[/color] ([color=CORNFLOWER_BLUE]+4[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+0.16[/color] mana regen/lvl
 
[color=GOLD]Fungus Strike[/color]
After casting [color=GOLD]Mystical Trance[/color] the Mushroom's next attack will be a [color=GOLD]Fungus Strike[/color]. [color=GOLD]Fungus Strike[/color] deals [color=GOLD]100%[/color] of its damage as spell damage, has extra [color=GOLD]20%[/color] chance to crit and makes the target creep receive more damage from spells.
 
[color=GOLD]Rapid Growth[/color]
Chance to grow, permanently gaining bonus spell damage.
 
[color=GOLD]Mystical Trance[/color]
Buffs a tower in range, increasing its spell damage and trigger chances.

 
Mana cost: [color=GOLD]50[/color], [color=GOLD]500[/color] range, [color=GOLD]2s[/color] cooldown

"
378,"[color=LIGHT_BLUE]Simple storm tower that will deal all of its damage through spells. Has a minor chance to cast a chainlightning on attack.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]0[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]980[/color] range
 
[color=GOLD]Chain Lightning[/color]
On attack, this tower has a chance to release [color=GOLD]Chain Lightning[/color], dealing spell damage.
 
[color=GOLD]Force Attack[/color]
This tower's attacks deal spell damage instead of attack damage.
"
379,"[color=LIGHT_BLUE]A tricky tower that may weaken its target temporarily but also itself[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]147[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Soul Scattering[/color]
Whenever this tower attacks, it has a chance to reduce its own attack speed and make the main target more vulnerable to spells.
 
[color=GOLD]Shadowstrike[/color]
Chance to deal additional spell damage to the attacked creep.
"
380,"[color=LIGHT_BLUE]This tower is able to release a burst attack.[/color]
[color=YELLOW]Author:[/color] Boekie
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]159[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]1000[/color] range
 
[color=GOLD]Burst Lightning[/color]
Chance on attack to fire extra projectiles at random creeps around the main target. Projectiles deal attack damage.
"
381,"[color=LIGHT_BLUE]Simple storm tower that will deal all of its damage through spells. Has a minor chance to cast a chainlightning on attack.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]0[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]980[/color] range
 
[color=GOLD]Chain Lightning[/color]
On attack, this tower has a chance to release [color=GOLD]Chain Lightning[/color], dealing spell damage.
 
[color=GOLD]Force Attack[/color]
This tower's attacks deal spell damage instead of attack damage.
"
382,"[color=LIGHT_BLUE]Simple storm tower that will deal all of its damage through spells. Has a minor chance to cast a chainlightning on attack.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]0[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]980[/color] range
 
[color=GOLD]Chain Lightning[/color]
On attack, this tower has a chance to release [color=GOLD]Chain Lightning[/color], dealing spell damage.
 
[color=GOLD]Force Attack[/color]
This tower's attacks deal spell damage instead of attack damage.
"
383,"[color=LIGHT_BLUE]Simple storm tower that will deal all of its damage through spells. Has a minor chance to cast a chainlightning on attack.[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=ffffe0ff]Storm[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]0[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]980[/color] range
 
[color=GOLD]Chain Lightning[/color]
On attack, this tower has a chance to release [color=GOLD]Chain Lightning[/color], dealing spell damage.
 
[color=GOLD]Force Attack[/color]
This tower's attacks deal spell damage instead of attack damage.
"
384,"[color=LIGHT_BLUE]A tricky tower that may weaken its target temporarily but also itself[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]558[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Soul Scattering[/color]
Whenever this tower attacks, it has a chance to reduce its own attack speed and make the main target more vulnerable to spells.
 
[color=GOLD]Shadowstrike[/color]
Chance to deal additional spell damage to the attacked creep.
"
385,"[color=LIGHT_BLUE]The blazing light of the sun makes its targets glow, especially undead ones.[/color]
[color=YELLOW]Author:[/color] MasterCassim
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]30[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+15%[/color] damage to undead
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]125[/color] AoE: [color=GOLD]45%[/color] damage
[color=GOLD]225[/color] AoE: [color=GOLD]15%[/color] damage
 
[color=GOLD]Afterglow[/color]
Chance to melt armor of hit creeps.
"
386,"[color=LIGHT_BLUE]The Forest Protectress is a mighty ancient figther. With the powers to melt with the surrounding landscape. Sometime ago, she lost faith in her god Elune and broke the connection. Because of this she lost some of her strength.[/color]
[color=YELLOW]Author:[/color] cedi
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1316[/color] DPS, [color=d2b48cff]Physical[/color], [color=GOLD]900[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+6%[/color] base damage/lvl
 
[color=GOLD]Protectress's Wrath[/color]
Whenever this tower hits a creep, it has a chance to deal additional attack damage to all units in range around the target. Slows all damaged units.
 
[color=GOLD]Meld with the Forest[/color]
The Protectress gains additional attack damage for each second she doesn't attack.
 
[color=GOLD]Strike the Unprepared - Aura[/color]
Increases the attack critical chance of towers in range based on hp of attacked creeps.
"
387,"[color=LIGHT_BLUE]The blazing light of the sun makes its targets glow, especially undead ones.[/color]
[color=YELLOW]Author:[/color] MasterCassim
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1092[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+15%[/color] damage to undead
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]125[/color] AoE: [color=GOLD]50%[/color] damage
[color=GOLD]225[/color] AoE: [color=GOLD]30%[/color] damage
 
[color=GOLD]Afterglow[/color]
Chance to melt armor of hit creeps.
"
388,"[color=LIGHT_BLUE]The blazing light of the sun makes its targets glow, especially undead ones.[/color]
[color=YELLOW]Author:[/color] MasterCassim
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1769[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+15%[/color] damage to undead
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]125[/color] AoE: [color=GOLD]55%[/color] damage
[color=GOLD]225[/color] AoE: [color=GOLD]35%[/color] damage
 
[color=GOLD]Afterglow[/color]
Chance to melt armor of hit creeps.
"
389,"[color=LIGHT_BLUE]The blazing light of the sun makes its targets glow, especially undead ones.[/color]
[color=YELLOW]Author:[/color] MasterCassim
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]186[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+15%[/color] damage to undead
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]125[/color] AoE: [color=GOLD]45%[/color] damage
[color=GOLD]225[/color] AoE: [color=GOLD]20%[/color] damage
 
[color=GOLD]Afterglow[/color]
Chance to melt armor of hit creeps.
"
390,"[color=LIGHT_BLUE]The blazing light of the sun makes its targets glow, especially undead ones.[/color]
[color=YELLOW]Author:[/color] MasterCassim
[color=YELLOW]Element:[/color] [color=66cdaaff]Astral[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]432[/color] DPS, [color=1e90ffff]Energy[/color], [color=GOLD]850[/color] range
 
[color=GOLD]Specials[/color]
[color=GOLD]+15%[/color] damage to undead
 
[color=GOLD]Splash Attack[/color]
[color=GOLD]125[/color] AoE: [color=GOLD]50%[/color] damage
[color=GOLD]225[/color] AoE: [color=GOLD]25%[/color] damage
 
[color=GOLD]Afterglow[/color]
Chance to melt armor of hit creeps.
"
391,"[color=LIGHT_BLUE]One of the greatest inventions of the dwarves.[/color]
[color=YELLOW]Author:[/color] Glowackos/cedi
[color=YELLOW]Element:[/color] [color=d2b48cff]Iron[/color]
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]1000[/color] ([color=CORNFLOWER_BLUE]+10[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+10[/color] mana/lvl
[color=GOLD]+5%[/color] mana regen/lvl
 
[color=GOLD]Power Surge[/color]
Towers under the effect of [color=GOLD]Steam Power[/color] have a chance to cause a surge in the Steam Engine, generating exp.
 
[color=GOLD]Steam Power - Aura[/color]
Increases attack damage and attack speed of towers in range. Consumes mana.
 
[color=GOLD]Speed Up[/color]
Increases the power level of the engine.

 
[color=GOLD]0.5s[/color] cooldown

 
[color=GOLD]Speed Down[/color]
Decreases the power level of the engine.

 
[color=GOLD]5s[/color] cooldown

"
392,"[color=LIGHT_BLUE]A mighty tribal sorcerer.[/color]
[color=YELLOW]Author:[/color] His_Shadow
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]308[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]20[/color] ([color=CORNFLOWER_BLUE]+1[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+13.75%[/color] crit chance
 
[color=GOLD]Bloody Experience - Aura[/color]
Nearby towers receive experience every time they crit with an attack.
 
[color=GOLD]Bloodlust[/color]
The Shaman makes a friendly tower lust for blood, increasing its crit damage and attack speed.

 
Mana cost: [color=GOLD]15[/color], [color=GOLD]500[/color] range, [color=GOLD]5s[/color] cooldown

"
393,"[color=LIGHT_BLUE]A mighty tribal sorcerer.[/color]
[color=YELLOW]Author:[/color] His_Shadow
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]539[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]20[/color] ([color=CORNFLOWER_BLUE]+1[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+13.75%[/color] crit chance
 
[color=GOLD]Bloody Experience - Aura[/color]
Nearby towers receive experience every time they crit with an attack.
 
[color=GOLD]Bloodlust[/color]
The Shaman makes a friendly tower lust for blood, increasing its crit damage and attack speed.

 
Mana cost: [color=GOLD]15[/color], [color=GOLD]500[/color] range, [color=GOLD]5s[/color] cooldown

"
394,"[color=LIGHT_BLUE]A mighty tribal sorcerer.[/color]
[color=YELLOW]Author:[/color] His_Shadow
[color=YELLOW]Element:[/color] [color=ff4500ff]Fire[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]924[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]20[/color] ([color=CORNFLOWER_BLUE]+1[/color]/sec)
 
[color=GOLD]Specials[/color]
[color=GOLD]+13.75%[/color] crit chance
 
[color=GOLD]Bloody Experience - Aura[/color]
Nearby towers receive experience every time they crit with an attack.
 
[color=GOLD]Bloodlust[/color]
The Shaman makes a friendly tower lust for blood, increasing its crit damage and attack speed.

 
Mana cost: [color=GOLD]15[/color], [color=GOLD]500[/color] range, [color=GOLD]5s[/color] cooldown

"
395,"[color=LIGHT_BLUE]A tricky tower that may weaken its target temporarily but also itself[/color]
[color=YELLOW]Author:[/color] SirCoqalot.
[color=YELLOW]Element:[/color] [color=9370dbff]Darkness[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]1044[/color] DPS, [color=00bfffff]Arcane[/color], [color=GOLD]1200[/color] range
 
[color=GOLD]Soul Scattering[/color]
Whenever this tower attacks, it has a chance to reduce its own attack speed and make the main target more vulnerable to spells.
 
[color=GOLD]Shadowstrike[/color]
Chance to deal additional spell damage to the attacked creep.
"
396,"[color=LIGHT_BLUE]Friendly spirits that live in the trees.[/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]135[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]50[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Nature's Gift[/color]
Buffs a tower, increasing stats depending on tower's element.

 
Mana cost: [color=GOLD]45[/color], [color=GOLD]500[/color] range, [color=GOLD]2s[/color] cooldown

"
397,"[color=LIGHT_BLUE]Friendly spirits that live in the trees.[/color]
[color=YELLOW]Author:[/color] DaveMatthews
[color=YELLOW]Element:[/color] [color=32cd32ff]Nature[/color]
[color=YELLOW]Attack:[/color] [color=GOLD]506[/color] DPS, [color=7fffd4ff]Essence[/color], [color=GOLD]900[/color] range
[color=YELLOW]Mana:[/color] [color=CORNFLOWER_BLUE]50[/color] ([color=CORNFLOWER_BLUE]+2[/color]/sec)
 
[color=GOLD]Nature's Gift[/color]
Buffs a tower, increasing stats depending on tower's element.

 
Mana cost: [color=GOLD]45[/color], [color=GOLD]500[/color] range, [color=GOLD]2s[/color] cooldown

"
